,SalePrice,LotFrontage,LotArea,YearBuilt,FullBath,HalfBath,BedroomAbvGr,GarageCars,GarageArea,Utilities_NoSeWa,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
459,110000,70.0,7015,1950,1,0,3,1,352,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
897,142953,64.0,7018,1979,2,0,6,2,528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
188,153337,64.0,7018,1979,0,2,2,2,528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
102,118964,64.0,7018,1979,2,0,4,2,410,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
894,118858,64.0,7018,1979,2,0,4,2,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
880,157000,60.0,7024,2005,1,1,2,2,450,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1020,176000,60.0,7024,2005,1,1,2,2,451,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
569,135960,60.0,7032,1979,1,0,2,2,600,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
641,226000,60.0,7050,2001,2,1,3,2,650,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1056,185850,43.0,7052,2005,2,0,2,2,484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
895,140000,71.0,7056,1963,1,1,4,2,483,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
420,206300,78.0,7060,1997,2,0,2,4,784,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
622,135000,71.0,7064,1977,1,0,3,2,484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1030,160000,71.0,7082,1916,2,0,5,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1215,125000,99.0,7094,1966,1,0,3,1,384,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1112,129900,73.0,7100,1957,1,0,2,1,308,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
852,164000,53.0,7128,1941,2,0,4,1,240,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,130000,60.0,7134,1955,1,0,3,2,572,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
955,145000,82.0,7136,1946,2,0,4,2,492,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
884,100000,65.0,7150,1967,1,0,3,1,288,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
781,175900,65.0,7153,1992,2,1,3,2,484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1309,179200,65.0,7153,1991,2,0,3,2,496,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
709,109900,65.0,7162,1966,1,0,3,1,408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
372,125000,50.0,7175,1984,1,0,2,1,264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
194,127000,60.0,7180,1972,1,0,3,1,352,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,134800,60.0,7200,1951,1,0,3,2,576,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
61,101000,60.0,7200,1920,1,0,3,1,288,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1013,85000,60.0,7200,1910,1,0,2,1,280,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
281,185000,60.0,7200,2006,2,0,2,2,572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1398,138000,60.0,7200,1950,1,1,3,1,240,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
90,109900,60.0,7200,1950,1,0,2,2,420,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
396,123000,60.0,7200,1972,1,0,2,2,600,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
799,175000,60.0,7200,1937,1,1,3,1,240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1249,119000,60.0,7200,1950,1,0,3,1,276,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
59,124900,60.0,7200,1972,1,0,2,1,352,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
387,125000,72.0,7200,1976,1,0,3,1,352,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
461,155000,60.0,7200,1936,1,0,3,2,576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1412,90000,60.0,7200,1949,2,0,2,2,420,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
646,98300,60.0,7200,1950,1,0,3,2,420,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1382,157000,60.0,7200,1920,1,1,4,2,576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1333,125500,60.0,7200,1938,1,1,2,1,297,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
532,107500,60.0,7200,1955,1,0,2,1,392,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
381,187750,60.0,7200,2006,2,0,2,2,572,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
952,133900,60.0,7200,1972,1,0,2,1,396,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
950,129000,60.0,7200,1950,1,0,3,2,720,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
657,149000,60.0,7200,1931,1,1,3,1,270,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1428,119000,60.0,7200,1940,1,0,2,1,240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
156,109500,60.0,7200,1950,1,0,2,2,625,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
93,133900,60.0,7200,1910,2,0,4,2,506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1129,140000,60.0,7200,1980,1,0,2,2,672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
960,116500,50.0,7207,1958,1,0,2,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
820,183000,72.0,7226,2003,2,1,3,2,595,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
617,105500,59.0,7227,1954,1,0,2,2,528,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
547,129500,54.0,7244,1970,1,0,2,2,624,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
770,134900,54.0,7252,1982,1,0,2,2,576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
114,259500,61.0,7259,1945,2,1,3,1,180,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
275,205000,55.0,7264,1925,2,1,3,2,672,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
362,198500,64.0,7301,2003,3,0,4,2,672,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,277500,60.0,7313,2005,2,0,2,2,556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
727,194500,64.0,7314,2007,2,0,2,2,632,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
571,120000,60.0,7332,1959,1,0,2,1,288,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
900,110000,60.0,7340,1971,1,0,2,1,684,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1140,139000,60.0,7350,1951,1,0,2,2,840,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
132,150750,75.0,7388,1959,1,0,3,2,624,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
967,135000,75.0,7390,1955,1,0,3,1,260,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
297,239000,66.0,7399,1997,2,1,3,2,576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1021,194000,64.0,7406,2006,2,0,2,2,632,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1438,149700,90.0,7407,1957,1,0,2,2,923,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1401,193000,62.0,7415,2004,2,1,3,2,398,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,118000,50.0,7420,1939,1,0,2,1,205,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
957,132000,70.0,7420,1962,1,0,3,2,576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
184,127000,92.0,7438,1908,1,0,3,2,576,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
393,100000,92.0,7446,1941,1,0,2,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,139400,57.0,7449,1930,1,0,3,1,280,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
191,184000,57.0,7472,1972,1,1,4,2,484,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1189,189000,60.0,7500,1999,2,1,3,2,442,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,176000,62.0,7500,2005,2,0,3,2,453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1454,185000,62.0,7500,2004,2,0,2,2,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1365,216000,75.0,7500,2000,2,1,3,2,663,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1299,154000,75.0,7500,1959,1,1,3,1,305,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1081,133000,75.0,7500,1963,1,1,3,1,308,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
148,141000,63.0,7500,2004,1,0,3,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1301,177500,60.0,7500,1942,1,0,3,1,213,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1279,68400,60.0,7500,1920,1,0,2,2,528,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
499,120000,70.0,7535,1958,1,0,2,1,297,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
360,156000,70.0,7540,1978,1,0,2,2,470,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1343,177000,57.0,7558,1928,1,1,3,2,342,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1119,133700,70.0,7560,1959,1,0,3,1,286,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
19,139000,70.0,7560,1958,1,0,3,1,294,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
689,194700,61.0,7577,2005,2,0,2,2,460,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1072,91500,50.0,7585,1948,1,0,4,1,280,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,200100,54.0,7588,1920,1,1,4,1,216,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
128,155000,69.0,7590,1966,1,1,3,2,453,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
397,169500,69.0,7590,1962,2,0,4,1,264,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
505,124500,60.0,7596,1952,2,0,4,2,400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
71,129500,69.0,7599,1982,1,0,2,2,360,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
703,140000,76.0,7630,1900,2,0,4,2,672,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
860,189950,55.0,7642,1918,1,1,3,1,216,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,319900,61.0,7658,2005,2,0,2,2,576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
797,110000,57.0,7677,1953,1,0,2,1,240,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1178,154900,54.0,7681,1921,1,1,3,1,186,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
310,165600,54.0,7685,1993,2,1,3,2,420,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1025,112500,70.0,7700,1972,1,0,3,2,461,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
648,155000,70.0,7700,1966,1,1,4,2,442,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
942,150000,42.0,7711,1977,2,0,4,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1231,132500,70.0,7728,1962,1,0,3,2,540,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1408,125500,60.0,7740,1910,1,0,3,2,528,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
49,127000,66.0,7742,1966,1,0,3,1,386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1116,184100,66.0,7750,2002,2,1,3,2,527,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
111,180000,66.0,7750,2000,2,1,3,2,400,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
751,162000,66.0,7750,2003,2,1,3,2,400,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
484,132500,66.0,7758,1962,1,0,3,1,264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
104,169500,66.0,7758,1931,1,1,4,1,240,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1208,140000,70.0,7763,1962,1,0,3,2,506,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
315,188500,71.0,7795,2004,2,1,3,2,432,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312,119900,65.0,7800,1939,1,0,3,2,410,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1220,115000,66.0,7800,1964,1,0,2,1,288,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
498,130000,65.0,7800,1967,1,0,3,1,288,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
607,225000,78.0,7800,1948,3,0,3,1,230,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
368,132000,78.0,7800,1954,1,0,2,1,244,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
951,119900,60.0,7800,1965,1,0,3,1,300,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1130,135000,65.0,7804,1928,2,0,4,2,576,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
772,107000,94.0,7819,1976,1,0,3,2,672,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
350,318061,68.0,7820,2007,2,0,2,2,617,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1066,178000,59.0,7837,1993,2,1,3,2,380,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1392,123000,68.0,7838,1967,1,0,3,1,288,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
416,149500,74.0,7844,1978,1,1,3,2,440,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
234,216500,74.0,7851,2002,2,1,4,2,440,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
616,183200,74.0,7861,2002,2,1,3,2,393,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
507,208300,75.0,7862,2009,2,0,2,2,676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
780,176000,63.0,7875,1995,2,0,3,2,402,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
834,139950,75.0,7875,1961,1,0,3,2,456,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
902,180000,63.0,7875,2003,2,1,3,2,393,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
495,34900,60.0,7879,1920,1,0,2,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,153900,55.0,7892,1993,2,0,2,2,530,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
972,99500,55.0,7892,1979,2,0,2,1,264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1229,127000,70.0,7910,1960,2,0,4,1,404,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1455,175000,62.0,7917,1999,2,1,3,2,460,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
269,148000,62.0,7917,1976,1,1,3,1,504,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
307,89500,62.0,7920,1920,1,0,3,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,109000,68.0,7922,1953,1,0,3,1,246,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
754,156000,61.0,7930,1969,1,0,3,2,440,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
493,155000,70.0,7931,1960,1,1,3,1,308,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
863,132500,70.0,7931,1959,1,0,3,1,672,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
295,142500,37.0,7937,1984,1,0,3,2,588,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
609,118500,61.0,7943,1961,1,0,3,1,261,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
44,141000,70.0,7945,1959,1,0,3,1,300,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1073,159500,75.0,7950,1977,1,1,3,2,440,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
594,110000,88.0,7990,1975,1,0,3,1,280,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1110,188000,88.0,8000,1995,2,1,3,2,431,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
843,141000,80.0,8000,1961,2,0,6,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
311,132000,50.0,8000,1948,1,0,2,1,240,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
460,263435,75.0,8004,2009,2,1,3,2,552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
284,179200,50.0,8012,1992,2,0,2,2,529,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
923,193000,50.0,8012,1993,2,0,2,2,533,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
680,143000,50.0,8012,1980,2,0,2,1,264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1195,176000,51.0,8029,2005,2,1,3,2,400,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1281,180000,50.0,8049,1990,2,0,2,2,484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1108,181000,50.0,8063,2000,2,1,3,2,463,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
890,122900,60.0,8064,1949,1,0,3,2,576,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
221,200000,60.0,8068,2002,2,1,4,2,390,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
89,123600,60.0,8070,1994,1,0,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1307,138000,60.0,8072,1994,1,0,3,2,480,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
688,392000,60.0,8089,2007,2,0,2,2,567,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
836,153500,90.0,8100,1948,1,0,2,2,812,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
809,106000,90.0,8100,1898,2,0,2,2,360,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
722,124500,70.0,8120,1970,1,0,3,2,463,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
370,172400,70.0,8121,2000,2,1,3,2,460,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
379,179000,60.0,8123,2000,2,1,3,2,463,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1033,230000,65.0,8125,2002,2,0,3,3,900,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
989,197000,65.0,8125,2006,2,1,3,2,614,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
399,241000,65.0,8125,2006,2,0,2,2,438,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1246,186500,65.0,8125,2005,2,1,3,2,615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
857,174000,65.0,8125,1994,2,1,3,2,343,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
287,88000,65.0,8125,1971,1,0,3,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
650,205950,65.0,8125,2007,2,1,3,2,562,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
667,193500,65.0,8125,1994,2,0,3,2,575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1240,224900,65.0,8158,2003,2,1,3,2,543,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
418,126000,60.0,8160,1940,1,1,3,1,240,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
946,143000,70.0,8163,1959,1,0,3,1,796,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
723,135000,60.0,8172,1954,2,0,4,1,548,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
