EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Department,DistanceFromHome,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,JobInvolvement,PerformanceRating,LeftRole
3.0,2.0,3.0,42,Research & Development,10,2,Laboratory Technician,66510,0.0,20,8,10.0,5,9,4,2,4,No
1.0,4.0,3.0,44,Research & Development,3,1,Manufacturing Director,23450,3.0,15,8,24.0,0,22,5,3,3,No
2.0,1.0,2.0,46,Sales,2,1,Research Scientist,34200,3.0,13,8,22.0,3,2,2,1,3,No
3.0,4.0,3.0,33,Sales,3,1,Manufacturing Director,43730,4.0,14,8,7.0,3,1,0,3,3,No
4.0,4.0,4.0,44,Human Resources,26,5,Healthcare Representative,47590,2.0,21,8,9.0,2,4,1,3,4,No
4.0,3.0,3.0,30,Research & Development,1,1,Research Scientist,53010,1.0,16,8,10.0,3,10,1,3,3,No
4.0,4.0,4.0,39,Human Resources,1,1,Sales Executive,36730,3.0,14,8,19.0,3,1,0,3,3,Yes
2.0,4.0,2.0,24,Human Resources,2,3,Sales Executive,47680,2.0,11,8,6.0,2,2,2,2,3,Yes
4.0,3.0,2.0,43,Sales,9,1,Research Director,12740,1.0,19,8,6.0,3,5,1,2,3,No
1.0,3.0,3.0,50,Research & Development,12,1,Research Director,49000,1.0,11,8,3.0,3,3,0,2,3,Yes
4.0,4.0,3.0,35,Sales,2,3,Manufacturing Director,104660,1.0,13,8,2.0,1,2,2,3,3,No
2.0,1.0,4.0,36,Research & Development,25,4,Sales Executive,170070,9.0,12,8,6.0,2,1,0,2,3,No
3.0,1.0,3.0,33,Sales,9,4,Human Resources,29090,2.0,11,8,10.0,2,5,1,2,3,No
3.0,4.0,3.0,35,Research & Development,10,1,Research Scientist,57650,1.0,14,8,1.0,2,1,0,3,3,No
4.0,1.0,3.0,27,Sales,8,3,Research Scientist,45990,1.0,15,8,1.0,3,1,0,2,3,No
1.0,3.0,2.0,26,Sales,4,2,Manager,24040,1.0,12,8,1.0,6,1,0,3,3,Yes
4.0,3.0,3.0,27,Sales,24,4,Healthcare Representative,31720,1.0,20,8,9.0,1,9,1,3,4,No
3.0,4.0,3.0,30,Research & Development,1,1,Research Scientist,20330,1.0,14,8,12.0,3,12,3,1,3,No
2.0,3.0,3.0,41,Sales,20,2,Sales Executive,102090,1.0,13,8,23.0,2,22,15,3,3,Yes
2.0,3.0,3.0,34,Research & Development,7,1,Research Scientist,86200,0.0,13,8,10.0,2,9,8,2,3,No
2.0,2.0,3.0,37,Research & Development,17,3,Sales Executive,20640,4.0,16,8,8.0,3,1,0,2,3,No
4.0,4.0,3.0,35,Research & Development,8,3,Research Scientist,38380,1.0,16,8,1.0,2,1,0,3,3,No
1.0,3.0,3.0,48,Research & Development,2,1,Sales Executive,45910,9.0,16,8,23.0,6,1,0,1,3,Yes
3.0,3.0,2.0,28,Research & Development,10,1,Sales Executive,25610,1.0,22,8,2.0,3,2,2,3,4,Yes
2.0,1.0,2.0,44,Research & Development,1,3,Research Scientist,15630,5.0,12,8,9.0,3,4,1,3,3,No
3.0,1.0,3.0,35,Research & Development,5,3,Manufacturing Director,48980,2.0,15,8,10.0,2,4,2,3,3,No
3.0,4.0,2.0,26,Research & Development,4,3,Sales Executive,47890,7.0,20,8,5.0,2,2,0,3,4,No
1.0,4.0,3.0,33,Sales,29,1,Human Resources,31800,1.0,14,8,15.0,2,15,8,3,3,No
2.0,1.0,2.0,35,Research & Development,15,3,Manufacturing Director,65490,1.0,20,8,9.0,3,9,1,3,4,No
3.0,1.0,3.0,35,Human Resources,3,1,Laboratory Technician,63880,3.0,13,8,4.0,6,2,2,2,3,No
4.0,4.0,2.0,31,Sales,10,2,Research Scientist,112440,3.0,12,8,10.0,3,7,1,3,3,No
1.0,3.0,4.0,37,Sales,4,4,Human Resources,160320,1.0,13,8,7.0,2,7,0,3,3,No
1.0,4.0,3.0,32,Research & Development,21,2,Sales Executive,23620,1.0,11,8,9.0,2,9,7,3,3,No
4.0,4.0,3.0,38,Research & Development,25,2,Manufacturing Director,163280,1.0,17,8,10.0,2,10,9,3,3,No
2.0,3.0,2.0,50,Sales,2,4,Research Scientist,83760,5.0,14,8,29.0,2,27,13,3,3,No
1.0,1.0,2.0,59,Research & Development,1,1,Laboratory Technician,166060,7.0,11,8,28.0,6,21,7,3,3,No
3.0,3.0,3.0,36,Sales,1,2,Sales Executive,86060,1.0,14,8,17.0,3,17,12,3,3,No
4.0,3.0,3.0,55,Research & Development,7,3,Research Scientist,22720,2.0,17,8,21.0,2,5,0,3,3,No
2.0,2.0,3.0,36,Research & Development,3,2,Laboratory Technician,20180,1.0,13,8,6.0,5,6,0,3,3,No
2.0,1.0,3.0,45,Research & Development,1,1,Sales Executive,70830,2.0,12,8,25.0,5,1,0,3,3,No
2.0,1.0,2.0,35,Human Resources,9,2,Sales Representative,40840,4.0,13,8,5.0,3,3,1,3,3,No
4.0,3.0,2.0,36,Sales,7,4,Laboratory Technician,144110,0.0,18,8,2.0,2,1,0,4,3,Yes
1.0,3.0,2.0,59,Research & Development,10,3,Research Scientist,23080,7.0,19,8,20.0,4,4,1,2,3,No
3.0,2.0,3.0,29,Research & Development,28,1,Sales Representative,48410,0.0,11,8,6.0,3,5,0,3,3,No
3.0,2.0,3.0,31,Research & Development,3,3,Sales Executive,42850,1.0,21,8,1.0,2,1,1,1,4,No
2.0,2.0,3.0,32,Sales,3,2,Manufacturing Director,97150,1.0,15,8,10.0,1,10,0,2,3,No
2.0,4.0,3.0,36,Research & Development,2,2,Sales Representative,43200,3.0,17,8,5.0,2,1,0,3,3,No
3.0,4.0,3.0,31,Research & Development,27,2,Research Director,21320,1.0,18,8,11.0,3,11,1,3,3,No
3.0,1.0,3.0,35,Research & Development,2,2,Healthcare Representative,101240,0.0,14,8,16.0,2,15,2,4,3,No
4.0,1.0,4.0,45,Human Resources,14,1,Sales Executive,54730,4.0,13,8,17.0,3,0,0,1,3,No
1.0,3.0,4.0,37,Research & Development,1,3,Sales Executive,52070,4.0,17,8,16.0,3,5,0,3,3,No
2.0,2.0,3.0,46,Research & Development,9,3,Manager,164370,8.0,15,8,16.0,0,4,0,3,3,No
4.0,4.0,2.0,30,Sales,18,4,Human Resources,22960,1.0,18,8,10.0,2,10,3,3,3,No
2.0,3.0,3.0,35,Research & Development,20,3,Human Resources,40690,1.0,13,8,6.0,5,6,0,3,3,No
1.0,4.0,3.0,55,Research & Development,2,2,Laboratory Technician,74410,3.0,12,8,24.0,4,1,1,3,3,No
2.0,4.0,3.0,38,Sales,11,2,Laboratory Technician,24300,7.0,13,8,17.0,2,13,1,4,3,No
1.0,2.0,3.0,34,Research & Development,8,1,Research Scientist,58780,1.0,14,8,5.0,1,5,1,3,3,No
4.0,4.0,2.0,56,Human Resources,2,2,Sales Executive,26440,4.0,11,8,37.0,2,6,0,3,3,No
3.0,1.0,3.0,23,Research & Development,10,2,Laboratory Technician,64390,3.0,22,8,3.0,2,0,0,3,4,No
4.0,4.0,3.0,51,Research & Development,29,5,Manufacturing Director,24510,3.0,17,8,10.0,2,4,0,2,3,No
3.0,4.0,3.0,30,Sales,8,1,Sales Representative,63920,1.0,21,8,11.0,2,11,10,4,4,No
3.0,4.0,3.0,46,Sales,1,2,Research Scientist,97140,1.0,22,8,9.0,0,9,4,3,4,Yes
3.0,2.0,2.0,40,Research & Development,6,1,Healthcare Representative,60770,1.0,16,8,22.0,2,22,11,2,3,No
3.0,4.0,1.0,51,Research & Development,8,5,Sales Representative,24500,0.0,12,8,11.0,2,10,1,3,3,No
3.0,2.0,2.0,30,Research & Development,9,1,Manufacturing Director,92500,1.0,12,8,11.0,0,11,2,3,3,No
3.0,1.0,2.0,46,Research & Development,12,1,Laboratory Technician,20740,2.0,15,8,21.0,3,10,9,3,3,No
2.0,3.0,3.0,32,Sales,15,1,Research Scientist,101690,1.0,14,8,12.0,6,11,5,2,3,No
1.0,3.0,1.0,54,Research & Development,25,1,Laboratory Technician,48550,9.0,25,8,16.0,2,4,0,2,4,No
1.0,3.0,2.0,24,Sales,6,2,Research Scientist,40870,0.0,20,8,4.0,1,3,0,3,4,No
2.0,3.0,4.0,28,Sales,9,2,Laboratory Technician,23670,1.0,13,8,5.0,2,5,0,2,3,No
4.0,3.0,2.0,58,Research & Development,8,2,Sales Executive,29720,0.0,14,8,38.0,2,37,1,4,3,No
2.0,2.0,4.0,44,Research & Development,23,1,Research Scientist,195860,4.0,16,8,17.0,3,3,1,2,3,No
4.0,1.0,3.0,32,Human Resources,12,1,Sales Representative,20610,1.0,15,8,1.0,2,1,0,2,3,No
4.0,4.0,3.0,20,Sales,4,2,Healthcare Representative,99240,1.0,22,8,1.0,3,1,1,3,4,Yes
1.0,3.0,3.0,34,Research & Development,1,4,Laboratory Technician,41980,1.0,22,8,16.0,2,16,2,2,4,No
3.0,4.0,4.0,37,Sales,24,1,Research Scientist,68150,5.0,20,8,17.0,3,1,0,3,4,No
3.0,4.0,3.0,59,Research & Development,12,2,Sales Executive,47230,9.0,14,8,30.0,0,3,2,3,3,No
1.0,2.0,2.0,50,Research & Development,3,4,Research Scientist,61420,3.0,13,8,28.0,3,8,0,2,3,No
3.0,3.0,3.0,25,Sales,10,2,Research Director,82370,1.0,13,8,6.0,6,6,0,2,3,Yes
4.0,4.0,3.0,25,Research & Development,26,1,Laboratory Technician,88530,1.0,22,8,2.0,3,2,2,3,4,No
2.0,4.0,3.0,22,Research & Development,2,1,Sales Representative,193310,1.0,12,8,1.0,2,0,0,3,3,No
1.0,1.0,2.0,51,Research & Development,1,1,Sales Executive,20730,3.0,14,8,23.0,4,13,12,3,3,No
4.0,4.0,3.0,54,Research & Development,9,1,Laboratory Technician,196130,2.0,17,8,23.0,5,5,4,3,3,No
2.0,3.0,3.0,24,Research & Development,2,2,Laboratory Technician,34070,0.0,13,8,6.0,4,5,1,3,3,No
3.0,2.0,3.0,34,Sales,4,2,Sales Representative,50630,6.0,12,8,12.0,2,1,0,3,3,No
3.0,4.0,3.0,37,Sales,6,1,Laboratory Technician,46390,2.0,12,8,12.0,3,5,1,3,3,No
3.0,1.0,3.0,34,Sales,9,2,Healthcare Representative,48760,2.0,21,8,14.0,3,11,5,3,4,No
2.0,4.0,3.0,36,Human Resources,7,1,Research Scientist,26900,0.0,11,8,10.0,1,9,2,3,3,No
1.0,4.0,3.0,36,Research & Development,1,2,Manufacturing Director,175670,5.0,13,8,7.0,6,1,0,3,3,No
3.0,4.0,4.0,43,Research & Development,3,1,Sales Executive,24080,1.0,12,8,25.0,3,25,4,3,3,No
1.0,3.0,2.0,30,Research & Development,10,3,Healthcare Representative,28140,1.0,24,8,10.0,2,10,0,3,4,No
3.0,2.0,4.0,33,Sales,7,2,Sales Executive,112450,0.0,21,8,8.0,3,7,0,3,4,No
2.0,2.0,3.0,56,Research & Development,15,2,Laboratory Technician,33120,9.0,19,8,7.0,1,5,4,1,3,Yes
1.0,3.0,3.0,51,Research & Development,3,2,Sales Representative,190490,7.0,14,8,23.0,2,20,15,3,3,No
2.0,3.0,2.0,31,Research & Development,2,3,Sales Executive,21410,4.0,20,8,12.0,2,7,7,3,4,Yes
3.0,2.0,2.0,26,Sales,17,2,Manager,57690,1.0,19,8,5.0,4,5,4,2,3,No
4.0,4.0,2.0,58,Sales,2,1,Research Scientist,43850,1.0,13,8,40.0,2,40,15,2,3,Yes
4.0,3.0,2.0,19,Research & Development,5,1,Manager,53320,1.0,23,8,0.0,2,0,0,3,4,Yes
3.0,4.0,3.0,22,Sales,29,1,Sales Executive,46630,0.0,13,8,3.0,1,2,2,3,3,No
3.0,1.0,2.0,49,Research & Development,2,1,Sales Executive,47240,1.0,11,8,16.0,3,15,5,2,3,No
2.0,3.0,3.0,43,Sales,2,1,Sales Executive,32110,4.0,13,8,18.0,2,3,1,4,3,No
3.0,4.0,3.0,50,Research & Development,19,2,Sales Executive,53770,4.0,14,8,16.0,3,2,2,4,3,No
2.0,3.0,3.0,31,Research & Development,15,2,Sales Executive,40660,3.0,22,8,4.0,2,2,2,2,4,Yes
3.0,3.0,3.0,41,Research & Development,17,1,Manufacturing Director,52080,3.0,11,8,12.0,2,9,0,1,3,No
3.0,3.0,3.0,26,Research & Development,17,2,Sales Executive,48770,1.0,13,8,8.0,5,8,5,4,3,No
2.0,2.0,3.0,36,Human Resources,25,2,Research Scientist,31170,6.0,21,8,7.0,2,3,0,4,4,No
1.0,4.0,3.0,51,Research & Development,6,1,Manager,15690,2.0,11,8,18.0,2,4,0,4,3,Yes
4.0,3.0,4.0,39,Research & Development,7,1,Research Scientist,196580,4.0,13,8,17.0,3,15,5,4,3,No
1.0,3.0,3.0,25,Sales,29,3,Research Scientist,30690,2.0,14,8,6.0,3,2,2,2,3,No
3.0,4.0,1.0,30,Research & Development,21,2,Laboratory Technician,104350,0.0,11,8,12.0,5,11,4,3,3,No
1.0,1.0,4.0,32,Research & Development,2,2,Research Director,41480,7.0,15,8,10.0,0,5,0,2,3,Yes
3.0,4.0,2.0,45,Research & Development,2,2,Healthcare Representative,57680,5.0,23,8,9.0,4,6,0,3,4,No
4.0,3.0,3.0,38,Research & Development,7,2,Research Director,50420,3.0,16,8,19.0,4,3,2,3,3,No
1.0,3.0,2.0,30,Sales,13,2,Laboratory Technician,57700,1.0,16,8,5.0,2,5,0,4,3,No
4.0,4.0,4.0,32,Sales,2,3,Laboratory Technician,77560,0.0,21,8,9.0,3,8,0,3,4,No
4.0,1.0,3.0,30,Research & Development,1,3,Sales Executive,103060,5.0,13,8,8.0,5,3,2,3,3,No
2.0,4.0,3.0,30,Sales,9,2,Research Scientist,39360,0.0,11,8,6.0,3,5,1,3,3,No
4.0,1.0,2.0,41,Sales,10,3,Manufacturing Director,79450,4.0,12,8,21.0,6,7,7,2,3,No
3.0,1.0,3.0,41,Research & Development,10,4,Research Scientist,57430,2.0,12,8,7.0,2,5,1,4,3,No
2.0,2.0,3.0,19,Research & Development,1,5,Manufacturing Director,152020,1.0,18,8,1.0,2,1,0,2,3,No
2.0,2.0,3.0,40,Research & Development,26,2,Manufacturing Director,54400,1.0,12,8,20.0,2,20,2,3,3,No
3.0,2.0,3.0,35,Sales,8,3,Laboratory Technician,37600,1.0,14,8,10.0,2,10,0,3,3,No
2.0,3.0,1.0,53,Sales,14,5,Manufacturing Director,35170,2.0,12,8,13.0,1,7,4,2,3,No
2.0,2.0,1.0,45,Sales,1,1,Research Scientist,25800,8.0,17,8,20.0,3,17,0,3,3,No
2.0,4.0,3.0,32,Sales,2,1,Manufacturing Director,21660,1.0,19,8,9.0,4,9,3,1,3,No
4.0,3.0,3.0,29,Research & Development,10,3,Healthcare Representative,58690,1.0,11,8,10.0,6,10,0,4,3,No
2.0,3.0,3.0,51,Research & Development,1,3,Research Director,80080,2.0,15,8,10.0,4,1,0,3,3,No
2.0,2.0,2.0,58,Sales,3,1,Research Scientist,52060,4.0,11,8,9.0,4,1,0,1,3,No
3.0,4.0,2.0,40,Research & Development,11,4,Laboratory Technician,52950,7.0,18,8,15.0,4,12,2,3,3,No
3.0,3.0,3.0,34,Sales,24,2,Manufacturing Director,164130,6.0,16,8,6.0,1,4,1,3,3,No
3.0,4.0,3.0,22,Research & Development,3,1,Laboratory Technician,132690,1.0,25,8,2.0,2,2,2,3,4,No
4.0,2.0,1.0,27,Research & Development,3,1,Healthcare Representative,27830,6.0,16,8,6.0,2,2,2,4,3,No
3.0,4.0,1.0,28,Sales,4,2,Healthcare Representative,54330,1.0,13,8,5.0,4,5,0,2,3,No
3.0,4.0,1.0,57,Research & Development,3,2,Manufacturing Director,20130,3.0,14,8,12.0,5,5,1,3,3,No
3.0,3.0,2.0,27,Research & Development,2,1,Manufacturing Director,139660,1.0,19,8,1.0,1,1,0,3,3,No
3.0,2.0,3.0,50,Research & Development,4,2,Manufacturing Director,43740,3.0,15,8,21.0,5,5,4,4,3,No
1.0,3.0,3.0,41,Sales,7,4,Laboratory Technician,68420,4.0,12,8,13.0,3,9,1,3,3,No
2.0,4.0,3.0,30,Human Resources,1,1,Manager,174260,2.0,12,8,12.0,0,10,7,2,3,No
1.0,4.0,4.0,38,Sales,1,2,Laboratory Technician,176030,4.0,16,8,12.0,0,8,0,2,3,No
3.0,3.0,3.0,32,Research & Development,20,1,Manufacturing Director,45810,3.0,14,8,8.0,3,5,1,3,3,No
3.0,2.0,2.0,27,Research & Development,5,2,Healthcare Representative,47350,0.0,13,8,6.0,2,5,1,3,3,No
3.0,1.0,4.0,19,Research & Development,10,2,Healthcare Representative,41870,0.0,22,8,1.0,4,0,0,3,4,Yes
4.0,2.0,2.0,36,Sales,25,2,Research Director,55050,4.0,21,8,13.0,3,8,7,3,4,No
3.0,1.0,3.0,30,Sales,1,1,Sales Executive,54700,1.0,18,8,12.0,2,12,6,3,3,No
3.0,1.0,4.0,45,Research & Development,24,2,Sales Executive,54760,4.0,13,8,9.0,3,5,0,3,3,No
3.0,1.0,3.0,56,Research & Development,4,4,Manager,25870,4.0,12,8,19.0,2,2,2,2,3,No
3.0,4.0,4.0,33,Research & Development,2,1,Sales Executive,24400,0.0,18,8,4.0,4,3,0,3,3,No
2.0,4.0,2.0,19,Research & Development,8,2,Sales Executive,159720,1.0,21,8,1.0,2,1,1,3,4,Yes
2.0,1.0,3.0,46,Research & Development,10,2,Laboratory Technician,153790,1.0,12,8,24.0,1,24,15,1,3,No
3.0,4.0,3.0,38,Sales,4,1,Manufacturing Director,70820,1.0,14,8,2.0,3,2,2,4,3,No
3.0,4.0,3.0,31,Sales,2,2,Sales Representative,27280,8.0,11,8,7.0,3,4,0,4,3,No
4.0,2.0,3.0,34,Sales,9,2,Manager,53680,2.0,14,8,9.0,2,3,1,3,3,No
2.0,2.0,2.0,41,Research & Development,18,5,Laboratory Technician,53470,1.0,24,8,4.0,1,4,0,3,4,Yes
3.0,3.0,2.0,50,Sales,19,3,Sales Executive,31950,2.0,11,8,5.0,4,3,0,2,3,No
4.0,1.0,3.0,53,Sales,1,1,Manager,39890,1.0,13,8,5.0,2,4,1,3,3,No
4.0,2.0,3.0,33,Research & Development,4,1,Human Resources,33060,1.0,11,8,8.0,6,8,1,1,3,No
4.0,3.0,3.0,40,Research & Development,11,2,Sales Executive,70050,1.0,20,8,21.0,2,20,9,3,4,No
3.0,2.0,3.0,55,Research & Development,6,2,Laboratory Technician,26550,8.0,17,8,36.0,0,24,2,2,3,No
4.0,3.0,2.0,34,Human Resources,7,1,Research Scientist,13930,1.0,11,8,10.0,4,10,1,4,3,No
4.0,2.0,3.0,51,Human Resources,4,2,Sales Representative,25700,3.0,18,8,21.0,2,7,1,3,3,No
3.0,3.0,3.0,52,Research & Development,2,2,Sales Representative,35370,0.0,11,8,34.0,3,33,11,3,3,No
4.0,2.0,2.0,27,Sales,15,1,Research Scientist,39860,1.0,12,8,7.0,3,7,0,3,3,No
2.0,3.0,3.0,35,Research & Development,2,2,Research Director,108830,3.0,12,8,8.0,3,1,0,4,3,Yes
4.0,4.0,4.0,43,Research & Development,6,1,Healthcare Representative,20280,4.0,20,8,7.0,2,5,2,2,4,No
1.0,4.0,3.0,45,Research & Development,9,1,Sales Executive,95250,9.0,19,8,22.0,3,20,11,3,3,No
2.0,2.0,3.0,35,Research & Development,1,2,Research Director,22750,5.0,13,8,10.0,2,6,1,4,3,No
3.0,3.0,3.0,42,Research & Development,1,2,Sales Executive,78790,2.0,11,8,11.0,2,5,0,3,3,No
4.0,3.0,3.0,38,Sales,8,5,Research Scientist,49300,9.0,14,8,14.0,0,1,0,3,3,No
4.0,4.0,1.0,38,Human Resources,25,1,Manufacturing Director,78470,3.0,14,8,9.0,3,7,1,4,3,No
3.0,1.0,3.0,27,Research & Development,13,1,Manager,44010,5.0,13,8,6.0,4,2,2,2,3,No
4.0,4.0,3.0,49,Research & Development,23,2,Sales Executive,92410,1.0,19,8,7.0,5,7,1,3,3,No
4.0,3.0,4.0,34,Research & Development,7,4,Sales Representative,29740,1.0,23,8,5.0,2,5,2,3,4,No
3.0,4.0,4.0,40,Research & Development,23,1,Laboratory Technician,45020,8.0,12,8,15.0,0,7,3,2,3,No
2.0,1.0,3.0,38,Sales,6,3,Research Scientist,107480,7.0,15,8,17.0,3,1,0,3,3,Yes
2.0,4.0,2.0,29,Sales,10,2,Research Scientist,15550,1.0,19,8,10.0,2,10,1,3,3,Yes
4.0,2.0,2.0,22,Research & Development,1,4,Healthcare Representative,129360,1.0,11,8,4.0,3,4,2,3,3,No
2.0,4.0,3.0,36,Research & Development,1,2,Laboratory Technician,23050,1.0,17,8,8.0,3,8,1,3,3,No
4.0,4.0,1.0,40,Research & Development,28,1,Manufacturing Director,167040,9.0,22,8,5.0,2,3,0,4,4,No
4.0,1.0,3.0,46,Research & Development,25,5,Research Scientist,34330,7.0,18,8,17.0,3,4,0,3,3,No
4.0,4.0,2.0,32,Research & Development,5,1,Healthcare Representative,34770,1.0,11,8,14.0,2,14,9,4,3,Yes
3.0,3.0,3.0,30,Research & Development,17,2,Healthcare Representative,64300,1.0,12,8,12.0,2,11,5,2,3,No
4.0,3.0,3.0,27,Research & Development,18,1,Laboratory Technician,65160,1.0,19,8,7.0,4,7,0,3,3,No
2.0,2.0,1.0,51,Research & Development,2,1,Manufacturing Director,39070,5.0,13,8,16.0,2,10,4,3,3,No
4.0,1.0,3.0,30,Research & Development,10,2,Research Scientist,55620,5.0,13,8,8.0,3,5,0,2,3,Yes
4.0,4.0,3.0,41,Research & Development,1,2,Human Resources,68830,3.0,19,8,16.0,3,1,0,2,3,No
3.0,1.0,2.0,30,Sales,3,2,Healthcare Representative,28620,5.0,14,8,9.0,2,6,0,2,3,Yes
3.0,3.0,2.0,29,Research & Development,2,1,Sales Executive,49780,0.0,13,8,7.0,3,6,1,2,3,Yes
4.0,4.0,3.0,45,Research & Development,2,2,Research Scientist,103680,6.0,12,8,23.0,2,19,12,3,3,No
4.0,1.0,3.0,54,Sales,8,2,Laboratory Technician,61340,2.0,19,8,16.0,2,6,0,2,3,No
4.0,2.0,4.0,36,Research & Development,16,1,Healthcare Representative,67350,8.0,25,8,16.0,3,13,3,2,4,No
3.0,2.0,3.0,33,Sales,9,3,Sales Executive,32950,6.0,22,8,7.0,2,3,1,3,4,No
2.0,4.0,3.0,37,Sales,2,2,Laboratory Technician,52380,1.0,15,8,10.0,5,10,0,3,3,No
1.0,3.0,2.0,38,Research & Development,1,4,Laboratory Technician,64720,0.0,12,8,17.0,4,16,5,3,3,No
3.0,3.0,3.0,31,Sales,4,3,Research Scientist,96100,0.0,11,8,6.0,2,5,1,2,3,No
3.0,4.0,3.0,59,Research & Development,5,3,Manager,198330,3.0,13,8,7.0,2,1,0,3,3,No
1.0,4.0,3.0,37,Sales,2,2,Laboratory Technician,97560,4.0,19,8,13.0,2,9,5,3,3,No
2.0,4.0,3.0,29,Sales,15,1,Sales Executive,49680,1.0,19,8,11.0,4,11,4,3,3,No
3.0,3.0,4.0,35,Research & Development,19,1,Sales Executive,21450,1.0,13,8,10.0,6,10,0,2,3,No
3.0,4.0,2.0,29,Research & Development,7,1,Research Scientist,21800,1.0,21,8,4.0,2,4,0,3,4,Yes
3.0,4.0,2.0,52,Research & Development,1,4,Manager,83460,7.0,14,8,6.0,5,2,2,3,3,No
3.0,4.0,3.0,42,Research & Development,7,2,Sales Executive,34450,1.0,11,8,22.0,2,22,11,3,3,No
2.0,3.0,2.0,59,Research & Development,4,1,Healthcare Representative,27600,8.0,11,8,7.0,3,2,2,4,3,No
4.0,4.0,2.0,50,Research & Development,11,2,Sales Executive,62940,3.0,23,8,32.0,2,7,0,4,4,No
3.0,4.0,1.0,33,Sales,11,1,Research Scientist,71400,5.0,21,8,8.0,2,5,0,2,4,Yes
4.0,4.0,3.0,43,Sales,1,2,Manufacturing Director,29320,5.0,24,8,22.0,3,17,1,3,4,No
1.0,1.0,4.0,33,Sales,1,2,Manager,51470,7.0,11,8,13.0,2,9,1,3,3,Yes
1.0,3.0,4.0,52,Research & Development,2,1,Sales Executive,45070,1.0,14,8,33.0,3,33,15,2,3,No
3.0,2.0,3.0,32,Human Resources,13,3,Manufacturing Director,85640,2.0,16,8,6.0,2,4,1,2,3,No
4.0,3.0,1.0,32,Sales,23,3,Healthcare Representative,24680,0.0,11,8,4.0,2,3,1,3,3,Yes
3.0,3.0,3.0,39,Sales,26,2,Research Director,81610,7.0,12,8,7.0,2,3,1,4,3,No
3.0,4.0,3.0,32,Sales,2,4,Research Scientist,21090,0.0,13,8,4.0,3,3,2,2,3,No
3.0,1.0,2.0,41,Sales,29,2,Laboratory Technician,52940,2.0,15,8,17.0,3,1,0,2,3,No
1.0,4.0,3.0,40,Research & Development,2,1,Manufacturing Director,27180,1.0,14,8,9.0,4,9,4,2,3,No
3.0,4.0,3.0,45,Research & Development,18,2,Sales Representative,58110,0.0,14,8,25.0,4,24,1,2,3,No
2.0,3.0,3.0,31,Research & Development,7,1,Research Scientist,24370,9.0,14,8,9.0,3,2,2,4,3,No
3.0,4.0,2.0,33,Research & Development,2,1,Sales Executive,27660,1.0,12,8,2.0,2,2,0,3,3,No
4.0,1.0,3.0,34,Research & Development,26,1,Sales Executive,190380,6.0,13,8,13.0,3,11,5,2,3,No
3.0,1.0,2.0,37,Research & Development,22,2,Manufacturing Director,30550,2.0,14,8,17.0,3,3,0,3,3,No
1.0,3.0,3.0,45,Sales,21,3,Research Scientist,22890,4.0,13,8,9.0,3,3,0,2,3,No
1.0,3.0,3.0,37,Sales,2,1,Laboratory Technician,40010,6.0,11,8,17.0,2,1,0,3,3,Yes
3.0,3.0,3.0,39,Research & Development,22,1,Manufacturing Director,129650,0.0,19,8,20.0,2,19,11,3,3,No
3.0,4.0,3.0,29,Sales,4,2,Human Resources,35390,1.0,18,8,6.0,2,6,1,2,3,No
4.0,1.0,3.0,42,Research & Development,5,1,Research Scientist,60290,3.0,17,8,10.0,5,3,0,3,3,No
4.0,4.0,3.0,29,Research & Development,2,1,Laboratory Technician,26790,2.0,15,8,10.0,2,3,0,2,3,No
1.0,3.0,3.0,25,Research & Development,25,2,Sales Executive,37020,0.0,20,8,5.0,4,4,1,3,4,No
1.0,3.0,3.0,40,Research & Development,28,2,Laboratory Technician,54680,0.0,12,8,22.0,6,21,3,4,3,No
3.0,2.0,4.0,31,Research & Development,10,1,Research Scientist,41890,0.0,23,8,6.0,3,5,1,2,4,Yes
2.0,2.0,1.0,32,Research & Development,17,4,Sales Executive,193280,1.0,15,8,5.0,2,5,0,3,3,No
4.0,4.0,3.0,38,Research & Development,2,3,Human Resources,83210,3.0,11,8,13.0,5,8,7,2,3,No
4.0,1.0,3.0,32,Research & Development,10,1,Sales Executive,23420,4.0,12,8,9.0,2,6,0,3,3,No
3.0,2.0,2.0,46,Research & Development,8,4,Research Director,40710,3.0,13,8,28.0,5,7,7,3,3,No
1.0,2.0,3.0,29,Research & Development,18,2,Sales Executive,31430,2.0,22,8,10.0,2,0,0,3,4,No
2.0,4.0,3.0,31,Research & Development,1,3,Laboratory Technician,20440,0.0,21,8,10.0,2,9,7,3,4,No
2.0,1.0,3.0,25,Research & Development,7,4,Laboratory Technician,134640,1.0,13,8,6.0,2,6,1,3,3,No
3.0,4.0,3.0,45,Research & Development,17,2,Laboratory Technician,79910,0.0,13,8,21.0,2,20,4,2,3,No
4.0,4.0,3.0,36,Research & Development,28,1,Laboratory Technician,33770,0.0,12,8,16.0,2,15,10,3,3,No
4.0,1.0,3.0,55,Research & Development,14,1,Sales Executive,55380,0.0,17,8,37.0,2,36,4,3,3,No
1.0,2.0,2.0,47,Research & Development,1,1,Research Scientist,57620,1.0,11,8,10.0,4,10,9,2,3,Yes
